ID,Age,Gender,Education,Country,Ethnicity,Neuroticism,Extraversion,Openness to experience,Agreeableness,Conscientiousness,Impulsiveness,Sensation seeking,Alcohol,Amphetamine,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Meth,Mushrooms,Nicotine,Semeron,Volatile substance abuse
702,45-54,Male,Left school before 16 years,UK,White,14,30,23,28,31,2,7,1,1,1,2,6,6,5,0,0,0,0,0,0,0,2,2,6,0,0
703,35-44,Female,University degree,UK,White,20,27,24,21,24,6,8,3,1,2,2,4,3,6,0,0,3,0,2,3,2,0,3,2,0,0
704,55-64,Male,University degree,UK,White,11,28,19,17,23,2,6,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0
705,35-44,Male,"Some college or university, no certificate or degree",USA,White,16,21,16,19,26,2,4,6,1,1,1,1,6,1,1,1,1,1,1,3,1,1,1,1,0,1
706,18-24,Male,"Some college or university, no certificate or degree",UK,White,11,25,27,35,25,2,5,3,2,2,2,4,6,5,0,0,0,0,0,2,0,0,0,6,0,0
707,18-24,Female,University degree,UK,White,22,16,10,20,26,5,3,4,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,2,0,0
708,25-34,Male,University degree,UK,White,23,35,22,22,20,5,7,5,2,2,0,6,5,5,3,0,5,0,3,3,0,0,0,5,0,0
709,18-24,Male,"Some college or university, no certificate or degree",UK,White,28,19,17,28,31,1,4,5,0,3,0,6,3,6,0,0,4,0,3,3,0,0,0,2,0,0
710,18-24,Male,Professional certificate/ diploma,UK,White,15,21,15,27,27,2,1,3,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,6,0,0
711,18-24,Male,University degree,UK,White,33,24,24,19,14,4,9,5,2,3,2,3,6,6,2,0,2,0,3,3,3,0,2,5,0,0
712,18-24,Male,"Some college or university, no certificate or degree",USA,White,18,22,14,30,27,1,3,3,0,0,6,3,6,4,0,0,0,0,0,3,0,0,3,3,0,0
713,25-34,Female,Masters degree,UK,White,29,25,25,24,31,3,4,4,3,0,2,5,3,5,2,0,3,0,0,3,3,0,0,0,0,0
714,18-24,Male,University degree,USA,White,29,28,26,34,24,6,8,6,5,2,0,6,6,4,0,0,3,0,0,3,4,0,3,5,0,0
715,18-24,Male,Professional certificate/ diploma,UK,White,31,30,23,16,22,6,10,5,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,5,0,0
716,18-24,Female,"Some college or university, no certificate or degree",USA,White,30,26,27,34,26,3,7,5,3,0,6,6,6,4,3,3,2,2,0,2,3,3,3,6,0,2
717,18-24,Male,"Some college or university, no certificate or degree",UK,White,23,12,11,19,10,7,3,3,0,0,3,6,6,6,0,0,0,0,0,0,0,0,0,6,0,0
718,35-44,Male,University degree,USA,White,16,17,18,24,26,2,3,5,1,0,4,4,6,5,2,0,0,0,2,2,2,0,3,6,0,1
719,18-24,Male,Left school at 16 years,Other,White,23,14,15,19,22,8,9,5,2,0,0,5,6,4,0,0,0,0,0,0,0,0,0,6,0,0
720,55-64,Male,University degree,UK,White,20,16,15,20,21,5,7,5,1,2,0,6,2,5,2,0,2,0,1,0,1,0,1,1,0,0
721,35-44,Male,"Some college or university, no certificate or degree",UK,White,36,28,26,22,31,6,8,6,4,3,5,6,6,6,2,0,3,2,2,3,2,0,3,6,0,1
722,35-44,Female,Professional certificate/ diploma,UK,White,39,18,22,28,25,2,3,4,2,1,0,6,6,6,2,0,0,0,0,0,1,0,1,1,0,1
723,55-64,Male,Professional certificate/ diploma,UK,White,23,21,20,19,21,1,2,1,1,0,1,6,6,5,1,0,0,1,0,0,1,0,1,1,0,1
724,25-34,Female,University degree,UK,White,15,32,22,29,28,4,4,5,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0
725,35-44,Female,"Some college or university, no certificate or degree",UK,White,35,19,25,28,21,4,5,4,3,0,1,6,6,6,4,0,4,0,0,0,1,0,1,6,0,0
726,25-34,Female,Masters degree,UK,White,27,27,25,33,26,3,10,5,2,3,3,6,5,6,4,0,5,0,4,3,4,0,3,3,0,0
727,18-24,Male,Professional certificate/ diploma,UK,White,44,16,25,15,20,2,4,6,0,3,0,6,4,5,0,0,0,0,0,0,0,0,0,4,0,0
728,25-34,Female,Masters degree,UK,Mixed-White/Black,27,27,16,24,23,4,5,5,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0
729,18-24,Male,"Some college or university, no certificate or degree",Canada,White,11,24,25,21,12,4,6,4,0,0,0,3,3,5,0,0,3,0,0,0,4,0,4,0,0,0
730,25-34,Female,Left school at 16 years,Australia,White,18,25,21,19,25,7,8,6,2,2,2,6,6,5,2,2,2,2,2,0,4,2,6,6,2,2
731,35-44,Female,University degree,UK,White,31,23,13,23,24,3,2,5,1,1,0,6,1,6,0,0,1,0,0,0,1,0,1,2,0,1
732,18-24,Male,"Some college or university, no certificate or degree",UK,White,16,31,18,22,20,4,7,4,4,2,0,4,5,4,0,0,3,0,0,5,0,0,3,0,0,0
733,18-24,Female,University degree,UK,White,36,27,25,22,24,2,5,6,0,2,0,6,5,5,3,0,3,0,0,3,0,0,0,5,0,0
734,35-44,Male,Left school at 16 years,UK,Mixed-White/Asian,30,24,22,21,22,3,4,5,2,2,3,6,6,5,0,0,0,0,0,2,1,0,1,6,0,0
735,18-24,Male,"Some college or university, no certificate or degree",UK,White,31,30,29,13,10,6,8,6,3,3,3,5,6,5,3,0,3,0,3,3,0,0,3,6,0,0
736,25-34,Female,University degree,UK,White,26,36,33,33,19,7,9,4,3,2,3,6,5,5,4,0,5,2,3,3,4,3,3,6,0,2
737,25-34,Male,University degree,UK,White,19,10,1,13,15,1,6,6,2,5,0,6,3,6,4,0,4,0,5,0,1,0,0,5,0,0
738,25-34,Male,University degree,UK,White,14,34,20,24,37,5,9,5,2,0,0,6,2,5,2,0,2,0,2,2,2,0,0,2,0,0
739,18-24,Female,Left school at 18 years,Other,White,36,24,29,31,28,2,7,4,0,0,3,6,6,6,0,0,6,0,3,4,5,3,5,3,0,0
740,25-34,Male,Masters degree,Other,White,23,13,23,20,20,4,8,6,2,0,0,6,6,4,3,0,4,0,0,3,4,0,4,6,0,2
741,35-44,Male,"Some college or university, no certificate or degree",UK,White,12,24,24,31,19,6,6,5,3,2,3,6,6,5,3,0,4,0,4,4,5,0,4,6,0,0
743,45-54,Female,Masters degree,UK,White,32,21,22,28,34,5,7,6,1,0,1,6,1,6,0,0,0,0,0,0,1,0,1,1,0,1
744,35-44,Female,University degree,UK,White,30,24,15,17,17,1,2,5,0,1,2,5,1,4,0,0,2,0,0,2,1,0,0,3,0,1
745,25-34,Male,Left school at 16 years,UK,White,20,23,16,17,29,5,7,1,0,0,0,0,6,6,0,0,0,0,0,2,0,6,0,0,0,0
746,45-54,Male,"Some college or university, no certificate or degree",UK,White,15,24,20,27,12,7,5,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
747,25-34,Female,Left school at 16 years,UK,White,31,25,12,26,21,2,5,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
748,25-34,Female,Masters degree,UK,White,23,26,23,25,27,2,5,4,0,2,2,6,6,6,2,0,3,0,2,3,0,0,0,5,0,0
749,35-44,Female,Left school at 16 years,UK,White,28,19,10,23,10,4,5,2,6,2,3,6,6,6,2,2,2,0,2,0,2,0,2,0,0,0
750,35-44,Female,Doctorate degree,UK,White,9,29,13,33,36,3,4,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
751,35-44,Male,Masters degree,UK,White,22,23,20,30,23,3,7,5,0,1,1,6,2,5,2,0,0,0,0,0,0,0,0,2,0,1
752,25-34,Female,Professional certificate/ diploma,UK,White,5,32,7,30,32,3,3,6,2,0,0,6,3,6,3,0,2,0,0,0,0,0,0,6,0,1
753,25-34,Male,"Some college or university, no certificate or degree",Other,White,39,21,27,32,10,8,6,6,3,0,5,3,5,4,3,0,4,0,0,4,0,0,3,6,0,0
754,25-34,Female,Masters degree,UK,White,28,30,16,31,27,4,7,5,2,2,0,6,2,5,2,0,2,0,0,2,0,0,2,2,0,0
755,25-34,Male,Doctorate degree,UK,White,15,26,29,30,20,4,6,4,1,1,2,6,5,5,2,0,1,0,0,3,3,0,2,4,0,0
756,18-24,Male,"Some college or university, no certificate or degree",USA,White,11,33,30,28,38,2,2,5,4,3,3,6,2,5,3,0,3,3,4,4,4,3,4,6,0,0
757,18-24,Female,Masters degree,UK,Mixed-White/Asian,30,25,16,24,29,3,5,5,0,2,0,5,2,5,0,0,0,0,0,2,0,0,0,0,0,0
758,18-24,Female,"Some college or university, no certificate or degree",Republic of Ireland,White,44,20,19,28,7,7,7,6,6,0,0,5,6,5,0,0,6,0,0,0,0,0,0,6,0,0
759,18-24,Male,"Some college or university, no certificate or degree",USA,White,28,27,20,22,22,5,9,3,3,0,5,6,6,5,3,3,3,0,0,4,0,3,3,6,0,0
760,18-24,Male,Doctorate degree,UK,White,2,34,24,30,26,2,7,6,0,2,2,6,3,3,2,2,3,0,3,4,3,6,0,6,0,0
761,25-34,Male,University degree,Canada,White,24,16,14,20,19,4,9,6,2,2,2,6,3,6,3,0,3,3,2,5,0,3,3,5,0,3
762,18-24,Male,"Some college or university, no certificate or degree",USA,White,40,25,12,20,5,9,5,6,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
763,25-34,Female,University degree,Australia,White,12,28,29,30,25,3,7,6,6,2,4,5,6,5,2,0,6,0,2,6,3,0,2,3,0,0
764,18-24,Female,University degree,UK,White,35,28,24,29,12,6,3,5,0,0,2,5,3,0,3,3,2,0,0,0,0,0,3,5,0,2
765,18-24,Male,Left school at 16 years,UK,White,28,16,27,27,16,5,8,5,0,2,0,4,5,3,2,0,3,0,2,2,3,0,3,4,0,0
766,18-24,Male,"Some college or university, no certificate or degree",USA,White,30,24,32,28,24,4,9,4,2,3,2,6,6,5,2,0,3,0,0,3,5,2,4,6,0,0
767,18-24,Male,"Some college or university, no certificate or degree",USA,White,34,17,22,36,19,5,6,6,3,0,6,6,1,5,3,3,3,2,0,2,4,6,2,6,0,3
768,25-34,Male,Masters degree,New Zealand,White,32,18,21,18,22,2,6,6,2,3,6,6,6,6,3,0,2,2,3,4,2,3,3,6,0,3
769,18-24,Female,Professional certificate/ diploma,USA,Other,20,27,21,21,29,7,4,4,6,0,6,6,6,6,3,0,0,0,0,0,0,0,3,6,0,0
770,25-34,Male,University degree,Australia,White,34,24,24,26,29,1,8,6,2,2,3,6,2,6,0,0,1,0,0,0,1,0,1,2,0,1
771,18-24,Male,"Some college or university, no certificate or degree",USA,White,30,11,11,23,17,8,9,3,3,0,0,3,3,6,0,0,3,0,5,5,3,0,0,5,0,0
772,18-24,Female,Masters degree,UK,Asian,29,13,7,29,26,5,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,0
773,45-54,Male,University degree,UK,White,36,13,17,19,10,4,7,6,5,3,3,6,6,5,3,0,3,1,6,6,2,1,5,1,0,2
774,45-54,Female,Professional certificate/ diploma,Canada,White,34,14,18,21,20,3,5,1,1,0,6,4,6,3,1,1,0,1,0,0,1,6,1,6,0,1
775,18-24,Male,Left school at 18 years,Other,White,13,20,24,25,24,2,5,4,2,0,2,6,4,5,0,0,4,2,2,2,5,2,2,6,0,0
776,18-24,Female,"Some college or university, no certificate or degree",Other,White,9,26,26,21,10,4,7,4,0,0,0,6,6,5,0,0,0,0,5,0,4,0,2,6,0,0
777,25-34,Male,"Some college or university, no certificate or degree",USA,White,25,20,14,21,24,2,1,3,6,0,6,6,5,5,2,2,2,3,0,0,2,6,2,6,0,0
778,18-24,Male,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,29,27,25,19,20,4,6,6,4,0,6,6,6,0,3,3,2,0,0,2,0,0,2,2,0,0
779,18-24,Male,"Some college or university, no certificate or degree",Canada,White,42,23,32,20,19,6,8,4,6,0,5,5,6,6,3,0,3,0,5,3,5,0,5,4,0,0
780,45-54,Male,Left school at 18 years,UK,White,6,30,18,27,21,4,4,5,3,1,0,6,6,5,2,0,4,1,2,6,3,0,5,1,0,1
781,18-24,Female,Professional certificate/ diploma,USA,White,34,7,19,26,24,1,3,4,3,0,0,3,3,3,3,0,2,2,0,3,2,3,2,3,0,0
782,35-44,Male,Professional certificate/ diploma,USA,White,34,16,14,14,18,4,8,6,0,0,5,6,5,5,1,0,0,0,0,0,0,0,0,6,0,0
783,18-24,Male,"Some college or university, no certificate or degree",USA,Other,35,14,22,23,15,8,10,3,3,0,2,6,4,3,4,2,3,2,2,3,3,3,0,4,0,3
784,18-24,Female,"Some college or university, no certificate or degree",USA,White,32,20,26,26,20,5,9,6,3,0,3,3,6,5,0,0,3,0,0,3,3,0,2,3,0,0
785,18-24,Female,"Some college or university, no certificate or degree",USA,White,21,26,26,23,31,3,9,6,5,0,4,5,3,5,3,0,3,0,0,0,3,0,0,2,0,0
786,18-24,Male,Masters degree,USA,White,37,17,26,23,26,3,8,4,2,0,3,5,5,5,0,0,3,0,0,3,3,0,2,3,0,0
787,18-24,Male,Professional certificate/ diploma,Other,White,18,23,21,21,11,6,8,3,3,2,3,4,6,5,3,0,3,0,3,4,3,0,3,6,0,2
788,35-44,Male,Professional certificate/ diploma,Other,White,32,19,21,18,25,7,6,6,1,2,1,6,2,3,2,2,2,1,0,2,1,0,2,6,0,1
789,18-24,Male,Professional certificate/ diploma,UK,White,9,31,16,19,15,8,8,5,0,2,0,5,0,6,5,0,5,0,0,5,0,0,0,0,0,0
790,18-24,Male,"Some college or university, no certificate or degree",UK,White,7,24,25,24,29,4,9,3,0,0,0,6,5,5,0,0,0,0,0,3,0,0,0,0,0,0
791,18-24,Male,University degree,Australia,White,22,20,26,19,18,7,8,5,3,5,3,6,5,6,0,0,3,0,2,3,3,0,3,5,0,5
792,18-24,Male,"Some college or university, no certificate or degree",USA,White,30,22,24,12,23,7,10,5,3,4,3,6,3,5,0,0,0,0,5,5,0,4,0,4,0,2
793,18-24,Male,"Some college or university, no certificate or degree",Other,White,32,27,22,16,13,2,5,5,5,3,3,6,5,6,3,2,3,3,4,5,5,3,3,3,0,3
794,25-34,Male,"Some college or university, no certificate or degree",UK,White,24,36,18,19,24,7,6,5,2,3,0,6,0,6,4,0,5,0,3,5,2,0,0,0,0,1
795,25-34,Male,University degree,UK,White,23,19,28,31,20,4,8,6,1,2,0,6,6,5,0,0,2,0,2,2,3,0,3,6,0,0
796,18-24,Male,"Some college or university, no certificate or degree",USA,White,35,19,18,19,31,2,5,3,3,0,0,6,6,4,5,0,5,0,0,3,5,0,4,2,0,0
797,18-24,Male,"Some college or university, no certificate or degree",USA,White,28,16,18,26,23,3,8,3,6,0,5,5,6,4,4,3,4,5,3,5,4,3,5,6,0,0
798,18-24,Female,University degree,UK,White,18,28,23,27,32,2,8,5,3,2,0,4,5,6,2,0,3,0,0,2,0,0,0,5,0,2
799,25-34,Female,"Some college or university, no certificate or degree",USA,White,25,30,25,21,29,3,9,6,3,0,3,6,4,6,4,0,0,0,0,0,0,5,0,6,0,0
800,35-44,Female,"Some college or university, no certificate or degree",UK,White,36,27,29,26,19,8,4,5,2,1,1,6,6,5,3,1,5,1,1,3,1,1,1,5,0,0
801,18-24,Male,"Some college or university, no certificate or degree",Canada,White,13,24,20,26,36,3,5,4,3,0,3,6,4,6,3,0,4,0,0,6,3,3,3,3,0,0
802,25-34,Male,"Some college or university, no certificate or degree",USA,White,29,20,19,27,16,5,7,3,5,2,2,6,6,5,2,0,2,0,2,3,2,2,2,2,0,1
803,18-24,Male,Left school at 18 years,Republic of Ireland,White,19,25,21,18,19,6,9,5,4,0,3,6,5,6,0,0,3,0,0,4,0,0,0,5,0,5
804,45-54,Female,University degree,USA,White,25,16,13,28,22,1,9,6,6,1,0,6,4,5,3,0,0,3,0,6,2,0,0,6,0,0
805,25-34,Male,"Some college or university, no certificate or degree",USA,White,29,15,17,29,24,3,6,5,2,0,3,6,2,4,1,1,1,0,0,2,2,2,2,6,0,1
806,18-24,Female,University degree,Canada,White,42,12,29,11,27,5,6,6,4,3,6,6,2,4,6,4,4,6,5,4,5,0,5,6,0,0
807,25-34,Male,"Some college or university, no certificate or degree",USA,White,21,24,18,20,17,7,8,2,6,0,6,6,3,4,3,2,2,3,3,0,2,3,3,6,0,1
808,18-24,Male,Left school at 17 years,Australia,White,20,28,25,27,17,8,9,5,0,0,0,6,6,5,0,0,0,0,0,2,3,0,4,3,0,0
809,18-24,Female,"Some college or university, no certificate or degree",USA,White,34,28,27,16,20,6,9,6,0,0,5,6,3,5,3,0,0,0,0,0,0,4,0,6,0,0
810,18-24,Male,University degree,USA,White,28,9,13,28,12,1,3,3,3,0,3,6,3,6,3,0,0,3,0,0,0,3,0,6,0,2
811,18-24,Male,Professional certificate/ diploma,UK,White,9,17,11,34,23,3,3,5,0,0,0,4,4,4,3,0,3,0,3,3,0,0,0,6,0,0
812,18-24,Male,Left school at 18 years,USA,White,9,28,27,17,21,2,6,3,0,0,0,3,4,4,0,0,5,0,3,3,3,0,4,0,0,3
813,45-54,Female,University degree,USA,White,36,34,26,10,11,6,9,6,4,1,2,6,3,6,3,2,3,1,0,4,1,3,1,4,0,0
814,18-24,Male,"Some college or university, no certificate or degree",USA,White,35,18,20,14,17,7,9,4,0,0,4,6,5,4,3,0,0,3,5,6,0,0,3,6,0,3
815,25-34,Male,University degree,USA,White,29,19,25,12,27,3,7,3,2,0,2,6,2,5,2,2,2,5,0,3,2,3,0,6,0,2
816,18-24,Male,"Some college or university, no certificate or degree",UK,White,17,23,17,17,26,5,10,5,3,4,0,6,6,6,3,0,3,0,0,4,3,0,3,6,0,2
817,18-24,Male,"Some college or university, no certificate or degree",Canada,White,45,25,22,17,16,8,9,5,2,0,6,5,5,4,3,5,3,3,3,2,2,3,2,6,0,2
818,18-24,Female,"Some college or university, no certificate or degree",USA,White,25,16,20,26,29,3,4,3,0,0,0,1,5,5,0,0,3,3,3,4,3,0,4,0,0,0
819,45-54,Male,Doctorate degree,Australia,White,30,24,26,37,26,2,7,4,3,2,4,4,5,4,2,1,2,3,1,2,2,1,2,3,0,1
820,25-34,Female,Masters degree,UK,White,39,17,20,21,15,4,7,5,2,3,5,6,6,5,2,0,4,0,4,6,0,0,2,5,0,1
821,18-24,Male,"Some college or university, no certificate or degree",Australia,Asian,17,34,25,24,27,6,10,3,0,0,0,6,4,5,0,0,3,0,0,0,5,0,5,4,3,0
822,18-24,Female,University degree,USA,White,20,25,19,22,25,6,9,5,4,0,0,6,2,4,4,0,3,0,3,2,3,0,3,3,0,3
823,18-24,Male,"Some college or university, no certificate or degree",UK,White,23,30,25,20,27,3,9,6,0,0,0,5,0,6,0,0,0,0,0,0,0,6,0,0,0,0
824,18-24,Male,"Some college or university, no certificate or degree",USA,White,23,24,25,25,21,6,9,4,0,0,0,6,6,4,0,0,4,0,0,3,5,5,3,6,0,0
825,18-24,Male,"Some college or university, no certificate or degree",Other,Mixed-Black/Asian,24,21,19,9,8,7,9,5,0,0,0,6,6,6,0,0,0,0,0,5,5,0,4,6,0,4
826,18-24,Male,University degree,Australia,White,30,7,1,29,13,2,2,5,6,0,5,6,5,6,0,0,2,0,0,0,0,4,0,6,0,0
827,18-24,Male,University degree,USA,White,29,27,21,16,32,3,7,6,2,0,4,6,6,6,6,5,5,6,0,3,5,6,2,2,0,0
828,18-24,Male,"Some college or university, no certificate or degree",USA,White,25,32,28,15,18,5,8,3,6,0,4,6,6,5,4,3,6,4,3,6,4,5,4,0,0,0
829,18-24,Male,University degree,Other,White,15,26,20,18,21,4,7,6,2,0,4,6,3,4,0,0,0,0,0,0,0,0,0,4,0,0
830,25-34,Female,Doctorate degree,Australia,White,40,26,27,27,25,1,8,5,3,0,0,3,3,6,0,0,5,0,0,0,4,0,0,0,0,0
831,18-24,Male,"Some college or university, no certificate or degree",USA,White,25,27,31,31,22,1,7,4,3,0,0,6,4,6,0,0,3,0,0,0,5,0,0,4,0,0
832,18-24,Male,Professional certificate/ diploma,UK,White,27,20,15,29,23,4,5,6,6,2,0,6,5,5,3,0,3,0,0,2,0,0,0,5,0,0
833,18-24,Male,"Some college or university, no certificate or degree",USA,White,33,17,21,27,23,3,8,4,0,0,0,6,3,6,0,0,0,0,0,3,0,0,0,5,0,0
834,25-34,Female,Masters degree,USA,White,25,16,29,24,28,5,10,6,3,1,5,6,6,5,1,0,5,0,1,5,5,0,3,3,0,0
835,45-54,Female,Doctorate degree,USA,White,24,24,20,18,18,6,8,6,6,1,4,4,1,4,1,0,0,0,0,0,1,0,1,1,0,1
836,25-34,Female,Masters degree,USA,White,32,18,20,21,28,3,3,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,0
837,18-24,Male,University degree,USA,White,29,16,17,22,23,3,6,6,3,0,2,6,6,6,4,0,4,0,2,3,3,2,3,6,0,2
838,18-24,Male,University degree,Australia,White,9,24,20,21,12,4,6,4,0,4,0,6,4,4,0,0,4,0,0,4,4,0,4,0,0,0
839,45-54,Male,Masters degree,USA,White,20,25,21,15,26,4,7,3,6,3,2,6,2,4,2,0,2,0,2,0,0,0,0,5,0,3
840,18-24,Male,"Some college or university, no certificate or degree",Australia,White,9,34,24,26,30,7,6,4,0,0,0,4,4,3,0,0,0,0,0,0,6,0,4,0,0,5
841,18-24,Male,Left school at 18 years,UK,White,31,23,32,24,12,7,8,6,0,0,0,6,3,6,0,0,4,0,4,5,3,0,3,6,0,2
842,25-34,Male,University degree,USA,White,26,13,24,4,24,6,9,5,6,2,5,6,5,5,3,2,3,3,2,3,3,6,3,6,0,2
843,18-24,Male,"Some college or university, no certificate or degree",USA,White,18,22,26,20,14,8,8,4,4,0,0,6,6,5,0,0,0,0,0,3,0,0,0,4,0,3
844,18-24,Male,"Some college or university, no certificate or degree",USA,White,17,23,22,34,32,3,4,3,2,0,3,5,6,4,2,0,4,0,0,3,3,0,3,0,0,0
845,25-34,Female,"Some college or university, no certificate or degree",USA,White,29,20,21,16,22,1,6,6,1,0,4,6,3,4,1,0,0,1,1,0,1,0,0,1,0,0
846,18-24,Female,"Some college or university, no certificate or degree",USA,White,27,28,27,30,20,4,7,5,0,0,2,4,4,6,0,0,3,0,0,3,0,3,3,4,0,2
847,35-44,Male,"Some college or university, no certificate or degree",USA,White,33,11,10,22,26,1,1,6,0,0,5,6,2,6,0,0,0,0,0,4,0,6,0,0,0,0
848,18-24,Female,Professional certificate/ diploma,Canada,White,29,20,9,30,19,4,4,2,6,0,0,5,2,6,2,0,3,0,0,0,0,0,2,6,0,0
849,25-34,Male,University degree,USA,White,30,20,22,10,17,5,8,3,6,2,6,6,3,4,4,2,3,4,4,0,3,2,5,6,0,1
850,18-24,Male,Left school at 18 years,USA,White,29,27,27,16,21,7,9,6,6,0,6,6,6,6,3,3,2,0,0,0,3,0,5,3,0,2
851,55-64,Male,Masters degree,USA,White,9,23,28,31,27,4,6,4,0,0,0,6,6,6,1,0,0,0,0,2,1,0,3,0,0,0
852,18-24,Male,Masters degree,Other,White,28,16,23,21,27,4,7,5,0,2,0,6,5,5,0,0,0,0,0,0,0,0,4,6,0,1
853,18-24,Male,"Some college or university, no certificate or degree",USA,White,16,32,29,29,25,5,6,0,2,0,0,6,6,6,0,0,3,0,0,3,3,3,4,0,0,0
854,25-34,Male,University degree,USA,White,31,24,10,15,14,4,9,2,2,0,2,6,2,6,2,2,2,2,2,3,2,2,2,3,0,2
855,18-24,Male,"Some college or university, no certificate or degree",USA,White,24,23,29,24,22,4,6,5,5,0,6,6,6,5,2,0,2,2,2,3,2,4,2,3,0,0
856,18-24,Female,"Some college or university, no certificate or degree",USA,White,20,24,20,22,16,7,8,5,0,0,0,6,4,6,0,0,3,0,0,0,3,2,3,4,0,0
857,18-24,Male,Left school at 16 years,Canada,Mixed-White/Black,29,28,24,16,15,5,9,5,4,2,3,5,5,5,5,4,3,5,2,0,2,4,2,6,0,1
858,25-34,Male,"Some college or university, no certificate or degree",UK,White,14,26,31,33,27,3,6,2,3,2,0,2,6,2,2,0,3,0,3,3,3,0,3,6,0,0
859,18-24,Male,Professional certificate/ diploma,USA,Mixed-White/Asian,29,31,19,27,36,6,9,5,5,0,3,4,5,6,5,0,3,3,3,0,2,6,3,6,0,0
860,25-34,Male,Left school at 17 years,Canada,White,37,17,17,10,11,4,4,4,6,3,6,6,4,6,5,5,4,6,4,0,2,6,3,6,0,0
861,18-24,Male,"Some college or university, no certificate or degree",USA,White,14,37,27,22,30,6,8,5,5,0,4,6,6,4,3,0,5,0,0,4,0,3,3,4,0,0
862,18-24,Female,"Some college or university, no certificate or degree",Other,Asian,34,14,27,16,14,9,7,3,6,0,6,4,2,5,2,0,2,2,2,2,2,0,0,6,0,0
863,25-34,Male,"Some college or university, no certificate or degree",Other,White,30,28,27,20,10,7,8,6,0,0,0,6,6,6,0,0,3,0,2,5,2,0,2,6,0,0
864,18-24,Male,University degree,UK,White,24,22,19,19,21,8,9,6,2,2,2,3,6,4,4,2,2,0,2,2,4,2,2,4,0,0
865,18-24,Male,"Some college or university, no certificate or degree",Canada,White,8,31,32,28,30,2,6,0,0,0,0,5,6,5,0,0,0,0,0,3,5,2,3,5,0,0
866,18-24,Male,"Some college or university, no certificate or degree",Republic of Ireland,White,39,19,19,12,19,2,8,6,1,4,4,6,6,5,4,0,3,0,0,6,1,3,2,6,0,1
867,18-24,Female,"Some college or university, no certificate or degree",USA,White,22,30,16,19,18,6,6,5,0,0,0,6,4,5,0,0,5,0,0,0,0,0,0,0,0,0
868,18-24,Male,"Some college or university, no certificate or degree",Canada,White,28,15,24,27,18,4,5,5,5,0,5,2,4,4,4,0,3,0,3,5,2,4,3,5,0,0
869,18-24,Female,"Some college or university, no certificate or degree",USA,White,23,31,29,28,36,5,9,6,3,0,0,6,6,4,0,0,6,0,0,3,0,0,0,6,0,0
870,18-24,Female,"Some college or university, no certificate or degree",USA,White,12,25,25,29,34,2,7,5,3,0,0,5,5,4,0,0,2,0,0,3,3,4,4,4,0,0
871,45-54,Male,Professional certificate/ diploma,UK,White,39,18,26,21,10,7,10,3,1,2,2,6,3,6,2,0,2,1,2,3,1,1,1,6,0,0
872,25-34,Male,University degree,USA,White,33,17,27,20,31,6,10,6,2,2,2,6,2,6,2,1,2,2,2,2,4,2,4,3,0,0
873,18-24,Male,Masters degree,USA,White,26,33,21,12,16,5,7,5,4,0,5,6,5,6,4,0,4,0,0,5,0,6,0,6,0,4
874,25-34,Female,Masters degree,USA,White,17,20,20,27,22,2,3,5,0,0,2,6,5,5,2,0,0,0,0,0,1,0,2,2,0,0
875,18-24,Female,"Some college or university, no certificate or degree",UK,White,38,10,21,18,5,2,0,4,0,0,2,6,2,6,0,0,0,0,0,0,0,0,0,6,0,0
876,25-34,Female,Masters degree,USA,White,26,15,16,25,16,5,5,5,6,2,5,6,3,4,4,0,0,0,0,0,0,4,3,6,0,0
877,18-24,Female,"Some college or university, no certificate or degree",USA,Other,31,25,29,23,18,8,10,5,6,0,4,6,6,6,3,0,5,0,0,4,5,0,4,6,0,3
878,35-44,Male,Professional certificate/ diploma,USA,Other,36,7,25,10,21,9,8,3,5,1,2,5,4,5,2,2,0,4,0,6,1,6,1,1,0,0
879,25-34,Male,"Some college or university, no certificate or degree",Australia,White,15,26,25,26,7,8,10,5,3,0,0,5,4,6,0,0,4,0,2,6,0,0,0,2,0,0
880,18-24,Female,University degree,USA,White,18,32,26,23,25,6,7,5,3,0,0,6,6,5,3,0,4,0,0,0,3,0,5,5,0,0
881,25-34,Male,Masters degree,USA,White,36,23,18,22,23,7,8,6,6,2,6,6,3,3,2,0,2,0,0,2,0,3,3,3,0,0
